TenantId,TimeGenerated,DisplayName,AlertName,AlertSeverity,Description,ProviderName,VendorName,VendorOriginalId,SystemAlertId,ResourceId,SourceComputerId,AlertType,ConfidenceLevel,ConfidenceScore,IsIncident,StartTime,EndTime,ProcessingEndTime,RemediationSteps,ExtendedProperties,Entities,SourceSystem,WorkspaceSubscriptionId,WorkspaceResourceGroup,ExtendedLinks,ProductName,ProductComponentName,AlertLink,Status,CompromisedEntity,Tactics,Techniques,SubTechniques,Type
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:03:03Z,Routine background scan 63,Routine background scan 63,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890063,sa-benign-scan-63,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:03:00Z,2026-05-28T11:03:00Z,2026-05-28T11:03:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-63,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:04:04Z,Routine background scan 64,Routine background scan 64,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890064,sa-benign-scan-64,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:04:00Z,2026-05-28T11:04:00Z,2026-05-28T11:04:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-64,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:05:05Z,Routine background scan 65,Routine background scan 65,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890065,sa-benign-scan-65,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:05:00Z,2026-05-28T11:05:00Z,2026-05-28T11:05:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-65,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:06:06Z,Routine background scan 66,Routine background scan 66,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890066,sa-benign-scan-66,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:06:00Z,2026-05-28T11:06:00Z,2026-05-28T11:06:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-66,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:07:07Z,Routine background scan 67,Routine background scan 67,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890067,sa-benign-scan-67,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:07:00Z,2026-05-28T11:07:00Z,2026-05-28T11:07:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-67,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:08:08Z,Routine background scan 68,Routine background scan 68,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890068,sa-benign-scan-68,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:08:00Z,2026-05-28T11:08:00Z,2026-05-28T11:08:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-68,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:09:09Z,Routine background scan 69,Routine background scan 69,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890069,sa-benign-scan-69,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:09:00Z,2026-05-28T11:09:00Z,2026-05-28T11:09:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-69,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:10:10Z,Routine background scan 70,Routine background scan 70,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890070,sa-benign-scan-70,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:10:00Z,2026-05-28T11:10:00Z,2026-05-28T11:10:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-70,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:11:11Z,Routine background scan 71,Routine background scan 71,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890071,sa-benign-scan-71,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:11:00Z,2026-05-28T11:11:00Z,2026-05-28T11:11:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-71,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:12:12Z,Routine background scan 72,Routine background scan 72,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890072,sa-benign-scan-72,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:12:00Z,2026-05-28T11:12:00Z,2026-05-28T11:12:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-72,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:13:13Z,Routine background scan 73,Routine background scan 73,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890073,sa-benign-scan-73,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:13:00Z,2026-05-28T11:13:00Z,2026-05-28T11:13:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-73,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:14:14Z,Routine background scan 74,Routine background scan 74,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890074,sa-benign-scan-74,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:14:00Z,2026-05-28T11:14:00Z,2026-05-28T11:14:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-74,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:15:15Z,Routine background scan 75,Routine background scan 75,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890075,sa-benign-scan-75,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:15:00Z,2026-05-28T11:15:00Z,2026-05-28T11:15:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-75,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:16:16Z,Routine background scan 76,Routine background scan 76,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890076,sa-benign-scan-76,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:16:00Z,2026-05-28T11:16:00Z,2026-05-28T11:16:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-76,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:17:17Z,Routine background scan 77,Routine background scan 77,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890077,sa-benign-scan-77,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:17:00Z,2026-05-28T11:17:00Z,2026-05-28T11:17:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-77,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:18:18Z,Routine background scan 78,Routine background scan 78,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890078,sa-benign-scan-78,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:18:00Z,2026-05-28T11:18:00Z,2026-05-28T11:18:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-78,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:19:19Z,Routine background scan 79,Routine background scan 79,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890079,sa-benign-scan-79,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:19:00Z,2026-05-28T11:19:00Z,2026-05-28T11:19:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-79,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:20:20Z,Routine background scan 80,Routine background scan 80,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890080,sa-benign-scan-80,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:20:00Z,2026-05-28T11:20:00Z,2026-05-28T11:20:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-80,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:21:21Z,Routine background scan 81,Routine background scan 81,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890081,sa-benign-scan-81,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:21:00Z,2026-05-28T11:21:00Z,2026-05-28T11:21:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-81,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:22:22Z,Routine background scan 82,Routine background scan 82,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890082,sa-benign-scan-82,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:22:00Z,2026-05-28T11:22:00Z,2026-05-28T11:22:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-82,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:23:23Z,Routine background scan 83,Routine background scan 83,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890083,sa-benign-scan-83,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:23:00Z,2026-05-28T11:23:00Z,2026-05-28T11:23:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-83,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:24:24Z,Routine background scan 84,Routine background scan 84,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890084,sa-benign-scan-84,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:24:00Z,2026-05-28T11:24:00Z,2026-05-28T11:24:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-84,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:25:25Z,Routine background scan 85,Routine background scan 85,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890085,sa-benign-scan-85,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:25:00Z,2026-05-28T11:25:00Z,2026-05-28T11:25:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-85,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:26:26Z,Routine background scan 86,Routine background scan 86,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890086,sa-benign-scan-86,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:26:00Z,2026-05-28T11:26:00Z,2026-05-28T11:26:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-86,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:27:27Z,Routine background scan 87,Routine background scan 87,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890087,sa-benign-scan-87,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:27:00Z,2026-05-28T11:27:00Z,2026-05-28T11:27:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-87,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:28:28Z,Routine background scan 88,Routine background scan 88,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890088,sa-benign-scan-88,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:28:00Z,2026-05-28T11:28:00Z,2026-05-28T11:28:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-88,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:29:29Z,Routine background scan 89,Routine background scan 89,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890089,sa-benign-scan-89,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:29:00Z,2026-05-28T11:29:00Z,2026-05-28T11:29:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-89,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:30:30Z,Routine background scan 90,Routine background scan 90,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890090,sa-benign-scan-90,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:30:00Z,2026-05-28T11:30:00Z,2026-05-28T11:30:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-90,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:31:31Z,Routine background scan 91,Routine background scan 91,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890091,sa-benign-scan-91,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:31:00Z,2026-05-28T11:31:00Z,2026-05-28T11:31:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-91,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:32:32Z,Routine background scan 92,Routine background scan 92,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890092,sa-benign-scan-92,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:32:00Z,2026-05-28T11:32:00Z,2026-05-28T11:32:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-92,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:33:33Z,Routine background scan 93,Routine background scan 93,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890093,sa-benign-scan-93,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:33:00Z,2026-05-28T11:33:00Z,2026-05-28T11:33:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-93,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:34:34Z,Routine background scan 94,Routine background scan 94,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890094,sa-benign-scan-94,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:34:00Z,2026-05-28T11:34:00Z,2026-05-28T11:34:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-94,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:35:35Z,Routine background scan 95,Routine background scan 95,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890095,sa-benign-scan-95,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:35:00Z,2026-05-28T11:35:00Z,2026-05-28T11:35:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-95,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:36:36Z,Routine background scan 96,Routine background scan 96,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890096,sa-benign-scan-96,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:36:00Z,2026-05-28T11:36:00Z,2026-05-28T11:36:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-96,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:37:37Z,Routine background scan 97,Routine background scan 97,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890097,sa-benign-scan-97,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:37:00Z,2026-05-28T11:37:00Z,2026-05-28T11:37:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-97,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:38:38Z,Routine background scan 98,Routine background scan 98,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890098,sa-benign-scan-98,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:38:00Z,2026-05-28T11:38:00Z,2026-05-28T11:38:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-98,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:39:39Z,Routine background scan 99,Routine background scan 99,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890099,sa-benign-scan-99,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:39:00Z,2026-05-28T11:39:00Z,2026-05-28T11:39:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-99,Resolved,CS-DEV-01982,,,,SecurityAlert
